,Tunnel,PegStart,PegEnd,PenetrNormMean,PenetrNormMedian,PenetrNormVariance,PenetrNormStandardDeviation,PenetrNormSkewness,PenetrNormKurtosis,PenetrRMSMean,PenetrRMSMedian,PenetrRMSVariance,PenetrRMSStandardDeviation,PenetrRMSSkewness,PenetrRMSKurtosis,RotaPressNormMean,RotaPressNormMedian,RotaPressNormVariance,RotaPressNormStandardDeviation,RotaPressNormSkewness,RotaPressNormKurtosis,RotaPressRMSMean,RotaPressRMSMedian,RotaPressRMSVariance,RotaPressRMSStandardDeviation,RotaPressRMSSkewness,RotaPressRMSKurtosis,FeedPressNormMean,FeedPressNormMedian,FeedPressNormVariance,FeedPressNormStandardDeviation,FeedPressNormSkewness,FeedPressNormKurtosis,HammerPressNormMean,HammerPressNormMedian,HammerPressNormVariance,HammerPressNormStandardDeviation,HammerPressNormSkewness,HammerPressNormKurtosis,WaterFlowNormMean,WaterFlowNormMedian,WaterFlowNormVariance,WaterFlowNormStandardDeviation,WaterFlowNormSkewness,WaterFlowNormKurtosis,WaterFlowRMSMean,WaterFlowRMSMedian,WaterFlowRMSVariance,WaterFlowRMSStandardDeviation,WaterFlowRMSSkewness,WaterFlowRMSKurtosis,Rock,transition_zone,round_length
2316,drammen,58087.0,58092.0,-2.059,-0.773,141.729,11.905,-0.94,2.421,3.245,2.883,7.384,2.717,5.051,53.638,3.083,1.762,152.909,12.366,1.362,3.973,1.639,1.318,2.63,1.622,4.772,42.457,0.437,0.118,130.335,11.416,-1.873,6.127,1.924,4.747,60.757,7.795,-3.396,11.566,-4.982,-3.497,73.821,8.592,0.242,-0.632,1.069,0.439,2.355,1.534,2.748,8.633,Drammensgranite,False,5.0
1942,drammen,56039.0,56044.0,-19.725,-19.815,257.478,16.046,-0.082,1.973,2.254,1.829,7.278,2.698,4.765,51.587,9.13,10.885,194.138,13.933,-0.236,-0.396,1.97,1.87,3.267,1.807,1.736,6.739,-0.573,2.244,73.945,8.599,-3.499,15.57,0.581,-0.06,71.895,8.479,-1.358,3.385,5.268,8.96,487.339,22.076,-1.035,1.558,6.912,4.775,48.406,6.957,1.182,0.658,Drammensgranite,False,5.0
2709,brulihei_east,2059.0,2065.0,-3.801,-3.303,246.287,15.694,-0.524,2.081,4.572,3.74,12.218,3.495,1.663,4.542,-0.555,-2.483,86.272,9.288,0.955,0.51,1.779,1.454,2.355,1.535,4.584,47.25,-4.338,-2.1,20.059,4.479,-3.339,22.835,-0.305,-0.087,2.277,1.509,-11.528,226.915,3.166,3.911,35.557,5.963,-0.507,1.913,3.917,1.813,19.068,4.367,1.197,0.345,Granittic_gneiss,True,6.0
2721,brulihei_east,2128.0,2134.0,-1.233,-0.706,526.977,22.956,-0.136,-0.453,5.689,4.751,16.968,4.119,1.553,3.931,1.183,-0.967,92.017,9.593,1.392,2.984,2.117,1.738,2.519,1.587,2.65,14.17,1.539,2.188,62.876,7.929,-3.695,20.033,-0.453,-0.087,5.85,2.419,-10.614,138.206,3.732,4.015,25.078,5.008,0.015,1.245,2.586,0.969,10.61,3.257,1.726,2.202,Augen_gneiss,False,6.0
934,gran_east,8880.0,8881.0,26.356,26.473,421.952,20.541,0.08,0.098,4.7,3.86,20.92,4.574,2.421,9.955,3.57,4.598,93.647,9.677,-0.227,-0.364,1.893,1.47,3.54,1.881,2.538,14.5,-31.559,-29.877,111.557,10.562,0.138,1.141,-6.011,-0.605,86.933,9.324,-1.388,0.692,11.672,12.255,44.589,6.677,-0.955,3.684,1.116,0.497,3.176,1.782,2.974,9.571,Blackshale,True,1.0
491,skottas,97937.0,97942.0,-41.695,-45.183,318.448,17.845,1.59,6.789,2.891,2.135,9.153,3.025,3.451,20.932,-9.931,-10.285,84.787,9.208,0.22,0.096,2.593,2.323,3.697,1.923,1.461,6.004,-21.488,-23.341,147.86,12.16,0.246,2.451,-2.935,-0.194,71.119,8.433,-3.076,8.027,23.672,28.271,174.532,13.211,-0.668,0.054,1.848,0.497,10.674,3.267,3.054,10.965,Rhomb_porphyry,False,5.0
1156,gran_west,7978.0,7979.0,25.21,31.925,546.823,23.384,-0.595,-0.424,5.975,4.601,34.808,5.9,1.952,5.239,9.913,11.2,86.534,9.302,-0.204,-0.104,2.3,1.717,5.275,2.297,1.886,5.04,-35.16,-36.94,253.056,15.908,0.613,0.191,-6.511,-0.82,89.508,9.461,-1.62,1.892,11.903,11.165,84.62,9.199,-0.365,-0.416,1.234,0.485,4.149,2.037,3.551,19.013,Elnes_lime_shale,False,1.0
2946,brulihei_west,2519.0,2525.0,4.543,5.621,228.991,15.132,-1.446,4.962,6.188,5.192,19.364,4.4,1.633,3.9,10.134,7.753,109.706,10.474,1.42,2.837,3.849,2.478,20.542,4.532,3.935,20.844,11.177,12.35,127.157,11.276,-3.23,20.758,-1.322,-0.236,27.272,5.222,-5.177,27.235,-5.043,-4.774,33.451,5.784,-1.891,8.916,3.047,1.546,22.532,4.747,4.446,24.019,Granittic_gneiss,True,6.0
4201,soegne_west,7214.0,7219.0,-0.14,1.856,202.189,14.219,-2.287,8.846,5.256,4.522,12.349,3.514,2.213,10.337,-0.616,2.826,284.759,16.875,-0.045,-0.652,2.631,2.127,3.952,1.988,2.033,6.465,2.363,4.512,54.608,7.39,-3.805,19.475,1.319,2.542,18.734,4.328,-4.656,26.694,-8.982,-9.728,81.584,9.032,0.662,1.891,2.384,1.356,5.513,2.348,1.847,5.103,Amphibolittic_gneiss,False,5.0
232,skottas,96424.0,96430.0,-0.555,-0.161,463.93,21.539,-0.232,1.276,3.843,2.994,17.762,4.215,2.213,9.836,-3.298,-2.125,154.534,12.431,-0.518,0.089,1.832,1.303,6.527,2.555,4.384,29.964,-8.373,3.841,482.397,21.964,-1.27,0.185,-10.717,-4.748,203.182,14.254,-1.08,-0.558,-1.558,-1.177,421.836,20.539,0.282,-0.138,1.369,0.369,11.28,3.359,6.523,58.314,Rhomb_porphyry,False,6.0
2045,drammen,56579.0,56584.0,-35.075,-35.634,185.571,13.622,0.713,9.229,3.809,3.339,9.856,3.139,2.217,12.6,22.368,22.456,214.878,14.659,0.294,0.765,5.74,4.221,39.466,6.282,3.071,13.182,-17.349,-11.067,238.989,15.459,-0.729,0.001,-10.387,-3.27,188.129,13.716,-0.813,-0.718,-12.499,-13.362,94.77,9.735,0.691,5.151,2.152,0.603,9.972,3.158,3.156,15.391,Hornfels,False,5.0
1294,gran_west,8132.0,8133.0,2.66,4.095,373.619,19.329,-0.72,1.397,6.818,5.833,26.024,5.101,0.869,0.575,4.876,6.272,65.053,8.066,-0.212,-0.38,3.251,2.425,8.01,2.83,1.732,4.326,-31.723,-29.64,171.948,13.113,0.447,1.623,-3.998,-0.385,51.11,7.149,-2.148,4.849,13.942,12.378,56.115,7.491,0.177,-0.178,1.375,0.581,3.778,1.944,2.613,10.006,Huk_limestone,False,1.0
4397,soegne_west,8320.0,8329.0,-8.872,-7.712,207.199,14.394,-1.765,6.399,5.908,5.121,15.199,3.899,1.982,7.732,4.503,4.325,295.289,17.184,0.237,-0.852,5.234,4.461,15.593,3.949,1.83,8.332,-2.469,0.05,91.737,9.578,-3.031,20.573,2.146,0.564,37.605,6.132,-1.941,8.578,-14.861,-14.836,118.084,10.867,0.511,1.096,3.397,2.04,10.437,3.231,1.726,5.91,Granittic_gneiss,False,9.0
4895,volleberg_west,4069.0,4075.0,-16.478,-16.282,326.004,18.056,-0.608,1.313,7.466,6.2,34.492,5.873,1.276,2.23,17.76,16.983,208.833,14.451,0.954,1.752,5.28,4.516,16.843,4.104,1.406,3.4,3.188,11.275,267.614,16.359,-2.276,8.762,-3.901,-0.338,84.679,9.202,-2.308,3.994,12.225,11.199,109.494,10.464,0.233,0.083,3.507,2.518,15.438,3.929,4.152,30.843,Granittic_gneiss,True,6.0
4058,soegne_west,6428.0,6434.0,-4.022,-4.258,419.421,20.48,-0.065,1.846,7.835,6.767,33.021,5.746,2.313,10.06,8.407,7.5,185.068,13.604,0.349,-0.279,3.5,2.591,10.773,3.282,4.128,39.1,-2.786,0.84,103.457,10.171,-3.393,15.298,-1.641,-0.225,31.202,5.586,-4.416,21.005,-2.882,-1.595,150.969,12.287,0.134,0.1,3.881,3.302,8.637,2.939,1.566,8.461,Granittic_gneiss,False,6.0
4027,soegne_west,6232.0,6238.0,16.718,16.87,338.811,18.407,-1.204,5.734,7.079,5.71,27.968,5.288,1.829,5.363,-2.433,-4.018,156.875,12.525,0.481,0.153,2.379,1.743,4.592,2.143,2.829,12.663,-0.827,1.085,46.58,6.825,-4.944,30.774,-4.095,-2.75,25.645,5.064,-4.455,21.793,8.851,11.09,295.431,17.188,-0.113,-1.251,8.829,8.337,42.366,6.509,0.432,-0.852,Granittic_gneiss,False,6.0
3319,soegne_east,6363.0,6369.0,10.059,9.431,452.415,21.27,-0.126,3.656,8.265,6.607,46.157,6.794,2.115,6.103,7.54,6.456,214.942,14.661,0.404,0.319,5.215,4.48,15.995,3.999,1.966,8.725,-4.38,0.628,146.243,12.093,-2.36,10.891,-5.161,-2.815,44.018,6.635,-3.084,9.545,4.013,4.869,217.058,14.733,-0.166,0.313,6.145,5.799,13.882,3.726,1.979,10.319,Granittic_gneiss,False,6.0
2775,brulihei_east,2440.0,2445.0,-5.491,-6.522,149.602,12.231,0.08,0.814,4.726,4.112,8.982,2.997,1.551,5.111,-1.786,-4.028,78.61,8.866,1.81,5.067,1.834,1.47,1.988,1.41,2.666,12.28,-2.421,-2.712,10.425,3.229,-12.377,262.511,-0.192,-0.087,1.785,1.336,-11.899,283.299,-4.427,-4.524,19.975,4.469,-0.328,4.136,2.584,1.813,4.098,2.024,1.553,2.807,Augen_gneiss,False,5.0
4147,soegne_west,6919.0,6926.0,0.836,2.845,283.513,16.838,-0.647,3.07,5.704,4.476,24.185,4.918,3.271,18.79,12.197,17.962,576.329,24.007,-0.665,-0.562,3.093,2.321,9.505,3.083,3.97,28.116,4.831,8.0,89.669,9.469,-3.107,23.388,1.179,2.542,23.868,4.886,-4.51,23.129,-4.353,-5.45,110.651,10.519,0.006,2.116,3.036,1.725,14.899,3.86,4.377,30.414,Granittic_gneiss,False,7.0
4307,soegne_west,7805.0,7809.0,7.361,5.803,513.779,22.667,-0.498,2.709,7.841,6.13,42.245,6.5,1.634,3.509,0.911,-8.927,918.526,30.307,0.27,-1.425,4.082,2.892,16.095,4.012,2.344,8.84,-10.424,-2.1,368.48,19.196,-1.123,0.526,-3.483,4.168,186.123,13.643,-1.373,0.191,5.294,7.566,84.209,9.177,-0.672,4.288,3.188,1.206,15.104,3.886,1.615,1.954,Granittic_gneiss,False,4.0
766,gran_east,8515.0,8516.0,10.004,6.05,457.135,21.381,0.126,0.111,6.299,4.859,31.933,5.651,1.418,2.342,3.539,1.708,90.445,9.51,0.038,-0.061,3.262,2.598,9.141,3.023,2.484,15.809,-24.899,-26.3,205.572,14.338,0.625,-0.193,-5.579,-0.49,85.559,9.25,-1.624,1.442,12.502,12.396,58.797,7.668,-0.024,-0.85,1.253,0.636,2.864,1.692,2.366,5.612,Huk_limestone,False,1.0
3798,soegne_east,8959.0,8965.0,-10.654,-8.603,287.958,16.969,-0.948,3.067,6.224,5.209,22.351,4.728,2.098,7.485,6.098,5.575,188.204,13.719,0.484,0.207,3.451,2.496,10.506,3.241,3.066,20.068,-6.779,-1.025,135.907,11.658,-2.977,11.537,1.394,0.318,44.922,6.702,-2.061,7.84,-10.279,-7.388,148.127,12.171,-0.062,-0.397,5.833,5.431,22.572,4.751,0.512,-0.29,Granittic_gneiss,True,6.0
4597,soegne_west,9460.0,9465.0,-5.834,-5.045,248.661,15.769,-0.251,0.679,5.93,5.118,19.656,4.433,1.689,5.362,7.364,-0.485,399.02,19.975,0.658,-0.554,3.296,2.201,10.585,3.253,2.089,6.414,3.661,5.925,77.056,8.778,-4.072,30.067,-1.048,-0.087,26.355,5.134,-5.75,32.805,-11.15,-8.025,116.763,10.806,-0.268,-1.009,4.476,3.183,15.44,3.929,0.866,-0.358,Amphibolittic_gneiss,False,5.0
947,gran_east,8893.0,8894.0,22.569,28.929,687.903,26.228,-0.529,0.564,4.904,3.838,25.755,5.075,1.728,4.321,7.001,8.256,112.807,10.621,-1.03,2.24,2.271,1.838,5.393,2.322,2.179,11.605,-37.595,-38.364,191.272,13.83,0.446,0.834,-7.015,-0.225,149.737,12.237,-1.409,0.29,11.112,12.003,107.425,10.365,-0.632,1.457,1.441,0.607,4.137,2.034,2.284,6.606,Hagaberg_shale,True,1.0
2577,drammen,59858.0,59863.0,-6.271,-6.229,351.047,18.736,-0.16,2.814,5.117,4.402,19.282,4.391,2.83,18.422,6.74,7.121,242.886,15.585,-0.196,-0.13,4.166,3.496,12.555,3.543,2.139,8.675,-8.292,-2.727,400.443,20.011,-1.002,0.558,-8.066,-4.276,120.04,10.956,-1.527,1.062,12.548,13.661,250.257,15.82,-0.633,0.7,2.944,0.863,23.063,4.802,2.841,10.331,Drammensgranite,False,5.0
2017,drammen,56434.0,56439.0,-49.715,-50.136,162.477,12.747,0.262,1.481,4.51,4.175,8.422,2.902,1.277,4.055,14.048,14.617,109.93,10.485,-0.555,2.201,3.949,3.802,5.499,2.345,1.446,7.898,-9.59,-7.989,169.666,13.026,-0.829,1.323,4.488,8.141,55.735,7.466,-2.4,7.079,-1.321,-7.068,532.953,23.086,0.194,-1.369,10.95,10.141,63.078,7.942,0.536,-0.32,Hornfels,False,5.0
581,gran_east,8230.0,8231.0,4.842,5.498,446.29,21.126,-0.722,1.088,5.294,4.354,17.596,4.195,1.275,1.922,4.477,4.034,76.669,8.756,0.438,1.027,2.67,2.215,4.459,2.112,1.626,4.14,-34.804,-32.33,144.808,12.034,0.414,0.543,-6.01,-0.44,80.011,8.945,-1.324,1.015,17.588,14.16,67.54,8.218,0.417,-0.392,1.099,0.478,2.726,1.651,2.589,7.067,Blackshale,True,1.0
1202,gran_west,8035.0,8036.0,25.051,27.962,325.59,18.044,-0.698,1.726,6.513,5.226,34.829,5.902,1.898,4.405,8.755,7.872,92.606,9.623,0.552,1.048,2.58,2.106,4.902,2.214,1.708,5.312,-28.34,-27.93,188.04,13.713,0.279,1.38,-3.568,-0.06,79.55,8.919,-2.441,4.54,10.673,9.538,66.656,8.164,-0.282,0.3,1.434,0.576,4.599,2.145,2.779,9.724,Elnes_lime_shale,False,1.0
961,gran_east,8907.0,8908.0,15.304,22.625,559.297,23.649,-1.239,1.044,5.954,4.964,23.569,4.855,1.385,2.497,6.73,6.747,153.579,12.393,-0.128,0.649,3.027,2.444,6.784,2.605,1.781,5.455,-33.885,-32.8,71.866,8.477,-0.32,3.431,-4.17,-0.275,77.73,8.816,-2.132,3.421,11.73,11.351,44.62,6.68,-0.111,1.32,0.889,0.449,2.233,1.494,4.153,21.316,Hagaberg_shale,True,1.0
2022,drammen,56459.0,56464.0,-38.993,-41.756,401.477,20.037,2.012,10.902,3.853,3.653,8.111,2.848,3.076,26.454,19.231,18.571,151.691,12.316,-0.137,0.654,3.985,3.82,6.612,2.571,0.844,2.921,-4.512,-0.133,144.513,12.021,-2.002,4.985,2.844,7.658,75.659,8.698,-2.572,9.769,-2.586,-5.428,345.843,18.597,0.133,-1.128,7.165,5.063,54.65,7.393,0.999,0.069,Hornfels,False,5.0
1915,drammen,55900.0,55906.0,5.349,2.667,353.565,18.803,0.125,1.176,6.795,5.928,27.36,5.231,1.364,3.401,6.555,6.498,141.811,11.908,-0.331,-0.176,4.36,3.958,11.526,3.395,1.949,8.366,-12.364,-8.462,157.706,12.558,-1.763,4.091,-3.743,-2.299,59.372,7.705,-1.583,3.996,15.722,21.322,207.111,14.391,-1.058,0.599,2.714,1.169,18.554,4.307,4.866,35.758,Drammensgranite,False,6.0
2462,drammen,58911.0,58916.0,-2.979,-2.308,205.567,14.338,-1.847,7.661,4.687,4.233,12.865,3.587,2.262,12.906,9.159,10.009,152.452,12.347,0.119,-0.324,3.307,2.834,7.324,2.706,2.527,15.742,-4.59,-2.929,32.472,5.698,-4.78,31.036,-2.328,-0.305,45.374,6.736,-3.525,12.984,-22.323,-24.514,135.072,11.622,0.424,-0.566,1.981,1.274,4.856,2.204,2.326,9.642,Drammensgranite,False,5.0
4890,volleberg_west,4040.0,4046.0,-22.092,-21.387,227.064,15.069,-1.127,3.583,5.436,4.609,20.038,4.476,3.163,18.592,8.909,8.608,248.504,15.764,0.146,1.715,4.359,3.508,13.858,3.723,2.371,8.57,6.272,12.35,187.314,13.686,-2.828,8.209,-0.139,0.318,67.366,8.208,-2.334,6.196,11.732,9.053,102.223,10.111,0.581,-0.13,3.104,2.197,7.369,2.715,1.526,3.579,Amphibolittic_gneiss,False,6.0
3278,mjaavann_west,1121.0,1126.0,23.695,26.064,331.021,18.194,-2.349,8.644,5.442,4.403,17.824,4.222,1.83,5.014,5.592,4.861,107.319,10.359,0.032,2.404,2.774,2.043,5.815,2.411,2.282,7.466,16.947,18.775,60.416,7.773,-4.613,22.44,-3.054,-2.759,10.252,3.202,-8.604,77.346,-0.744,0.254,82.39,9.077,-0.245,0.729,4.063,2.716,16.388,4.048,0.852,-0.498,Granittic_gneiss,False,5.0
2325,drammen,58143.0,58148.5,-6.027,-5.453,193.559,13.913,1.677,24.316,3.401,2.951,15.151,3.892,9.722,149.488,-0.307,-0.928,290.592,17.047,0.261,-0.499,2.09,1.656,4.596,2.144,5.007,58.96,-0.377,0.118,70.109,8.373,-4.569,26.315,-0.673,0.016,47.468,6.89,-3.139,11.852,-0.261,-0.761,403.485,20.087,21.466,521.201,1.064,0.398,3.949,1.987,19.385,912.149,Drammensgranite,False,5.5
4337,soegne_west,7981.0,7986.0,-9.164,-8.855,279.233,16.71,-0.804,3.927,7.71,6.053,34.465,5.871,2.089,5.753,9.469,15.614,550.604,23.465,-0.655,-0.59,5.606,4.566,19.978,4.47,2.303,9.305,2.515,9.988,287.251,16.948,-2.0,6.658,1.442,5.0,84.463,9.19,-2.566,5.604,-9.339,-12.075,270.141,16.436,0.183,-0.64,5.039,3.504,24.94,4.994,2.208,7.41,Granittic_gneiss,True,5.0
2439,drammen,58774.0,58780.0,-15.801,-18.084,252.743,15.898,0.277,2.331,3.665,3.02,11.077,3.328,2.825,18.625,2.667,2.018,241.5,15.54,0.401,-0.052,3.305,2.929,7.815,2.795,2.305,11.99,-2.658,-2.169,127.171,11.277,-1.393,8.267,-6.739,-4.709,70.751,8.411,-2.068,4.693,9.442,6.867,1075.037,32.788,-0.572,2.034,1.588,0.738,4.82,2.195,2.862,10.307,Drammensgranite,False,6.0
1167,gran_west,7989.0,7990.0,19.991,23.768,634.084,25.181,-0.141,-0.671,6.105,4.855,34.951,5.912,2.042,5.966,10.174,11.337,85.603,9.252,-0.307,-0.243,2.462,2.0,4.839,2.2,1.575,3.854,-32.509,-34.14,199.306,14.118,0.417,0.918,-4.626,-0.134,96.894,9.843,-2.067,2.899,9.786,9.031,52.814,7.267,-0.126,0.425,1.243,0.522,3.593,1.896,2.642,8.112,Elnes_lime_shale,False,1.0
330,skottas,96890.0,96896.0,1.526,-0.089,604.542,24.587,-0.017,0.555,5.539,4.244,25.68,5.068,2.12,7.22,3.974,6.195,105.178,10.256,-0.515,-0.096,2.584,2.004,6.756,2.599,3.704,23.767,-6.908,-2.941,183.122,13.532,-2.031,4.377,-5.009,-0.311,105.304,10.262,-2.044,2.628,-6.058,-6.576,71.004,8.426,0.06,6.663,0.829,0.289,3.016,1.737,7.96,114.123,Rhomb_porphyry,False,6.0
3037,lindeli_east,14170.0,14176.0,-25.067,-24.313,132.225,11.499,-0.783,2.98,5.066,4.466,10.91,3.303,3.154,25.172,-9.33,-11.908,152.35,12.343,0.894,0.995,3.289,2.466,8.133,2.852,3.085,20.227,-10.934,-8.08,125.893,11.22,-3.073,17.522,-1.902,-0.133,51.597,7.183,-3.783,13.101,5.735,3.031,92.23,9.604,0.957,1.05,1.619,0.398,5.559,2.358,1.548,1.886,Granittic_gneiss,True,6.0
4289,soegne_west,7698.0,7705.0,-4.137,-3.308,264.666,16.269,-1.236,4.4,5.837,5.145,14.782,3.845,1.514,4.644,10.486,15.886,548.499,23.42,-0.436,-0.765,3.692,3.054,7.802,2.793,1.527,3.208,3.98,9.988,193.614,13.915,-2.85,8.675,2.715,5.042,57.376,7.575,-3.552,12.443,8.976,9.389,110.248,10.5,-0.578,1.397,2.977,0.977,15.745,3.968,1.886,3.277,Amphibolittic_gneiss,False,7.0
1617,gran_west,9132.0,9133.0,8.425,21.135,859.843,29.323,-0.431,-1.332,4.699,3.956,17.96,4.238,1.15,1.532,0.656,2.29,102.426,10.121,-0.497,0.06,2.437,2.185,4.038,2.009,1.492,4.4,-36.901,-33.63,203.877,14.279,-0.578,-0.56,-10.306,-0.605,190.32,13.796,-0.719,-1.326,-0.889,2.638,71.2,8.438,-0.479,-1.106,0.727,0.46,0.901,0.949,3.056,11.817,Blackshale,False,1.0
2668,brulihei_east,1805.0,1813.0,12.337,14.282,262.948,16.216,-2.519,10.373,6.001,5.236,16.998,4.123,1.665,4.931,10.612,7.0,305.717,17.485,0.762,0.885,3.644,3.199,6.388,2.527,2.197,14.328,-0.718,0.05,77.552,8.806,-4.889,28.154,-1.333,-0.451,22.663,4.761,-6.011,37.442,-10.221,-11.115,85.386,9.24,0.307,-0.291,6.468,6.647,8.012,2.831,-0.038,0.269,Amphibolittic_gneiss,True,8.0
1620,gran_west,9135.0,9136.0,14.746,13.582,485.366,22.031,-0.112,-0.776,5.039,3.487,31.34,5.598,1.476,2.205,1.397,0.0,108.53,10.418,-0.154,0.93,2.545,2.095,7.06,2.657,1.862,5.433,-30.42,-29.64,458.274,21.407,0.008,-0.933,-9.601,-0.385,181.192,13.461,-0.838,-1.162,6.452,4.813,85.976,9.272,0.119,-0.589,0.825,0.393,1.685,1.298,2.541,6.137,Blackshale,False,1.0
502,gran_east,8132.0,8133.0,9.283,6.492,643.952,25.376,0.224,-0.58,5.327,4.898,23.355,4.833,1.097,2.017,4.619,5.439,150.779,12.279,-0.292,-0.054,2.489,2.046,5.767,2.402,1.45,3.632,-35.999,-31.95,212.14,14.565,-0.174,-0.019,-8.405,-0.385,168.217,12.97,-1.067,-0.608,7.882,9.136,65.724,8.107,-0.199,-0.547,0.913,0.457,2.141,1.463,3.426,15.367,Blackshale,False,1.0
1872,drammen,55649.0,55655.0,-24.873,-24.437,178.618,13.365,-2.165,9.505,3.283,2.904,5.14,2.267,2.947,23.829,-16.645,-16.829,68.262,8.262,0.272,0.342,2.416,2.213,2.422,1.556,1.81,9.604,-7.721,-6.593,49.681,7.048,-3.411,13.512,-2.689,-2.299,16.119,4.015,-4.234,25.099,10.816,16.469,569.912,23.873,-0.58,-0.659,4.473,2.633,30.476,5.52,2.352,6.297,Drammensgranite,False,6.0
2517,drammen,59381.5,59387.0,-14.605,-13.487,322.13,17.948,0.034,5.42,3.798,3.311,10.672,3.267,4.543,52.818,7.012,8.5,136.365,11.678,-0.973,2.589,2.617,2.191,5.594,2.365,4.04,35.574,13.585,16.944,297.571,17.25,-1.473,3.163,-3.697,-4.06,54.663,7.393,-2.18,6.603,-0.81,-1.599,134.098,11.58,0.317,1.778,1.633,0.543,8.297,2.88,3.281,11.955,Drammensgranite,False,5.5
3404,soegne_east,6824.0,6830.0,-6.687,-5.984,299.748,17.313,-0.713,2.469,5.157,4.116,15.699,3.962,2.23,8.994,-5.146,-4.551,523.926,22.889,0.169,-1.251,2.713,1.941,7.353,2.712,3.983,28.973,1.445,4.512,58.763,7.666,-1.323,23.205,1.472,2.542,16.618,4.076,-4.407,27.558,5.889,5.695,122.756,11.08,0.506,0.518,2.589,1.349,6.377,2.525,1.083,0.909,Granittic_gneiss,False,6.0
2214,drammen,57533.0,57540.0,1.313,1.068,133.286,11.545,0.074,3.314,3.604,3.245,7.237,2.69,3.322,32.914,-13.643,-12.933,244.699,15.643,0.633,0.749,1.979,1.694,2.598,1.612,2.491,11.293,-3.903,-3.472,13.031,3.61,-7.371,83.108,-2.526,-0.24,50.45,7.103,-3.534,12.065,6.017,7.659,164.922,12.842,-0.131,-0.781,1.563,0.526,6.356,2.521,2.793,8.092,Drammensgranite,False,7.0
2049,drammen,56600.0,56606.0,-34.97,-34.734,182.293,13.502,-0.079,1.0,5.303,4.977,8.442,2.906,0.761,1.289,9.811,11.124,167.162,12.929,-0.203,-0.562,4.404,4.134,6.689,2.586,1.986,10.428,-6.739,-2.637,82.103,9.061,-2.067,4.637,-0.333,-2.065,31.704,5.631,-0.435,4.286,-7.809,-8.4,469.566,21.669,0.268,-0.837,10.35,9.059,41.843,6.469,0.495,-0.413,Hornfels,False,6.0
1692,drammen,54630.0,54636.0,-34.276,-35.387,167.019,12.924,-0.262,2.651,3.333,2.621,10.842,3.293,1.921,5.938,7.59,8.781,195.354,13.977,-0.725,0.607,2.677,2.375,6.75,2.598,1.796,5.286,-7.689,-3.788,162.5,12.748,-1.318,2.195,5.089,8.12,42.724,6.536,-3.159,13.152,16.783,23.943,295.995,17.205,-0.63,-0.612,5.416,3.067,33.26,5.767,0.957,-0.122,Rhomb_porphyry,False,6.0
285,skottas,96706.0,96712.0,-16.895,-18.715,325.581,18.044,0.062,2.123,4.357,3.353,19.421,4.407,2.186,7.894,-1.977,-1.828,128.455,11.334,-0.206,-0.037,2.437,1.708,8.884,2.981,3.827,23.085,-1.859,4.33,261.863,16.182,-2.185,4.058,-7.254,-0.884,149.269,12.218,-1.635,1.115,5.824,7.55,357.174,18.899,0.023,0.373,1.424,0.419,9.975,3.158,5.893,51.594,Rhomb_porphyry,False,6.0
2424,drammen,58690.0,58695.0,-19.543,-23.236,294.879,17.172,1.29,2.655,3.301,2.869,6.217,2.493,2.59,18.276,6.011,7.003,230.56,15.184,-0.035,-0.445,2.735,2.344,4.841,2.2,2.879,22.561,4.616,7.831,215.129,14.667,-1.314,4.101,-3.763,-1.745,50.911,7.135,-2.851,8.854,14.597,8.821,497.656,22.308,0.433,0.975,1.535,0.617,6.999,2.646,15.253,547.977,Drammensgranite,False,5.0
4901,volleberg_west,4103.0,4108.0,-14.044,-17.926,490.804,22.154,0.073,0.101,6.029,4.943,24.409,4.941,2.097,6.98,21.25,18.614,161.154,12.695,0.641,0.678,3.802,3.139,8.551,2.924,1.822,5.457,8.6,12.35,178.431,13.358,-1.877,8.262,-1.057,0.123,56.404,7.51,-2.613,7.113,11.945,10.68,85.282,9.235,0.801,1.267,3.516,2.369,13.251,3.64,2.557,11.56,Granittic_gneiss,False,5.0
14,gramunk,100577.0,100583.0,15.303,16.505,506.234,22.5,-0.537,1.358,5.951,5.252,21.505,4.637,1.706,6.53,0.675,1.58,81.24,9.013,-0.757,1.285,2.433,2.032,5.098,2.258,3.507,21.935,-16.124,-12.025,152.454,12.347,-1.475,3.444,-8.044,-5.568,148.475,12.185,-1.122,0.371,1.763,-0.678,100.489,10.024,-0.609,1.99,1.288,0.436,6.791,2.606,7.512,85.668,Rhomb_porphyry,False,6.0
194,skottas,96268.5,96270.5,2.814,1.468,314.382,17.731,-0.357,2.938,4.218,3.509,18.056,4.249,2.513,11.315,1.795,5.256,176.207,13.274,-0.761,-0.117,2.646,1.822,11.916,3.452,3.626,18.267,-14.95,-6.66,489.106,22.116,-0.64,-1.025,-16.867,-12.054,218.128,14.769,-0.194,-1.693,3.812,1.548,143.558,11.982,-0.031,-0.67,1.163,0.41,3.77,1.942,3.824,26.065,Rhomb_porphyry,True,2.0
